Name;Alter;Politische Orientierung;Bildungsabschluss;Soziales;Wohnlage;CO2-Fußabdruck
Radmila;23;Rechts;ohne;0;Kleinstadt;11.5
Andreas;41;Mitte;Ausbildung;0;Großstadt;8.0
Hans-Joachim;60;Rechts;ohne;0;Kleinstadt;5.0
Hans-Karl;49;Mitte;ohne;0;Kleinstadt;7.5
Zlatko;50;Mitte;Ausbildung;0;Großstadt;7.5
Tibor;20;Mitte;Ausbildung;0;Kleinstadt;8.5
Susan;63;Mitte;Ausbildung;0;Ländlich;8.5
Woldemar;49;Links;Ausbildung;0;Ländlich;9.5
Stefani;70;Rechts;ohne;0;Kleinstadt;7.0
Heiderose;25;Mitte;Ausbildung;2;Großstadt;6.0
Dietmar;43;Links;Diplom;2;Großstadt;6.0
Fredo;62;Mitte;Ausbildung;0;Großstadt;8.5
Wanda;71;Mitte;Ausbildung;2;Kleinstadt;7.5
Imre;65;Mitte;Ausbildung;1;Kleinstadt;7.5
Hermine;78;Mitte;Fachschulabschluss;0;Großstadt;7.5
Karlfried;68;Mitte;Diplom;1;Großstadt;7.5
Sami;27;Mitte;Bachelor;1;Großstadt;10.0
Ellen;41;Mitte;Ausbildung;1;Großstadt;8.5
Hellmuth;69;Links;Ausbildung;0;Großstadt;8.5
Amir;24;Mitte;Ausbildung;0;Großstadt;8.0
Salvatore;59;Mitte;Ausbildung;0;Ländlich;9.5
Leonardo;59;Mitte;ohne;1;Ländlich;6.5
Otto;36;Mitte;Ausbildung;0;Kleinstadt;8.0
Willibald;69;Links;ohne;0;Kleinstadt;9.0
Pero;28;Links;Ausbildung;0;Großstadt;6.0
Gernot;58;Links;Ausbildung;2;Großstadt;6.0
Norma;71;Mitte;Ausbildung;0;Kleinstadt;10.5
Tatiana;55;Mitte;Diplom;1;Großstadt;7.5
Sinaida;53;Rechts;Fachschulabschluss;2;Großstadt;7.5
Gilda;57;Mitte;Ausbildung;0;Kleinstadt;9.5
Carmela;23;Mitte;Ausbildung;1;Ländlich;7.0
Flora;69;Mitte;Ausbildung;1;Großstadt;7.0
Ante;79;Mitte;Ausbildung;1;Kleinstadt;8.0
Egon;62;Links;Ausbildung;0;Kleinstadt;8.5
Marit;60;Mitte;Ausbildung;0;Großstadt;8.5
Kai-Uwe;54;Mitte;ohne;0;Großstadt;8.5
Hans Georg;57;Mitte;Diplom;1;Großstadt;7.5
Milica;36;Mitte;ohne;0;Vorort;8.5
Hella;72;Mitte;Ausbildung;0;Kleinstadt;8.0
Friedrich;30;Mitte;ohne;0;Großstadt;8.0
Bartholomäus;50;Mitte;Fachschulabschluss;1;Großstadt;9.5
Hanno;72;Mitte;Ausbildung;1;Kleinstadt;7.5
Sabine;58;Mitte;ohne;1;Ländlich;7.0
Brian;57;Rechts;Diplom;0;Ländlich;9.5
Hartwig;20;Mitte;Ausbildung;1;Vorort;9.5
German;34;Mitte;Diplom;0;Großstadt;9.0
Peter-Michael;68;Rechts;Diplom;0;Kleinstadt;8.5
Luzie;52;Links;Fachschulabschluss;2;Großstadt;4.5
Gaby;36;Mitte;Ausbildung;0;Ländlich;12.0
Karl-Jürgen;23;Mitte;Ausbildung;0;Großstadt;6.5
Hans;24;Links;Ausbildung;1;Großstadt;8.5
Sonia;48;Links;Ausbildung;2;Kleinstadt;6.0
Michaela;77;Rechts;Ausbildung;0;Ländlich;9.5
Eva;38;Links;ohne;0;Großstadt;8.5
Gottlieb;64;Mitte;ohne;0;Kleinstadt;8.5
Cornelius;76;Mitte;Fachschulabschluss;0;Ländlich;8.5
Lorenzo;33;Links;Ausbildung;0;Großstadt;8.0
Mareile;67;Links;Diplom;0;Ländlich;11.0
Kaspar;34;Mitte;ohne;0;Kleinstadt;9.0
Vlado;29;Mitte;Ausbildung;0;Ländlich;10.5
Swetlana;42;Mitte;Ausbildung;2;Großstadt;7.5
Reinhard;48;Mitte;Ausbildung;0;Vorort;7.5
Henrike;27;Mitte;ohne;0;Großstadt;7.5
Patrik;56;Rechts;Fachschulabschluss;0;Großstadt;10.5
Käthe;44;Mitte;Master;0;Ländlich;7.5
Daria;35;Mitte;Ausbildung;0;Vorort;9.5
Heide;44;Rechts;Diplom;1;Großstadt;8.0
Joanna;73;Mitte;Diplom;2;Kleinstadt;7.5
Valentine;79;Links;Diplom;0;Ländlich;11.0
Undine;58;Mitte;Ausbildung;1;Großstadt;8.5
Piotr;40;Mitte;Fachschulabschluss;2;Ländlich;9.0
Metin;41;Mitte;Ausbildung;2;Großstadt;6.5
Henri;22;Mitte;ohne;2;Kleinstadt;7.0
Virginia;78;Links;Diplom;2;Großstadt;6.5
Hüseyin;62;Mitte;Ausbildung;0;Großstadt;8.0
Erik;29;Links;Ausbildung;1;Kleinstadt;8.5
Klaudia;75;Mitte;Promotion;0;Ländlich;9.0
Paulina;39;Mitte;Diplom;2;Großstadt;9.0
Greta;49;Mitte;Ausbildung;0;Großstadt;6.5
Ladislaus;62;Mitte;Ausbildung;2;Großstadt;8.5
Zenon;63;Mitte;Ausbildung;0;Großstadt;6.5
Wenke;44;Mitte;Promotion;2;Großstadt;7.0
Pasquale;39;Mitte;Diplom;1;Großstadt;7.5
Goran;27;Mitte;ohne;0;Kleinstadt;7.5
Felicitas;61;Mitte;Ausbildung;0;Großstadt;8.0
Francesco;43;Mitte;Ausbildung;0;Großstadt;9.0
Thaddäus;36;Mitte;Ausbildung;0;Kleinstadt;10.0
Ernst-Dieter;43;Mitte;Ausbildung;1;Vorort;7.0
Zeynep;56;Links;Diplom;0;Ländlich;9.5
Ruthild;24;Mitte;Diplom;0;Großstadt;7.5
Erich;41;Mitte;Ausbildung;1;Ländlich;7.5
Jacqueline;67;Mitte;Ausbildung;1;Großstadt;7.0
Geert;43;Mitte;Fachschulabschluss;0;Großstadt;8.5
Marlen;21;Mitte;ohne;0;Großstadt;8.0
Siegward;63;Mitte;Ausbildung;1;Großstadt;9.0
Yilmaz;23;Mitte;ohne;0;Ländlich;8.0
Inna;20;Rechts;Bachelor;0;Großstadt;8.5
Slavko;21;Links;Ausbildung;2;Großstadt;6.5
Rolf-Peter;26;Rechts;Ausbildung;0;Großstadt;8.0
Emanuel;74;Rechts;ohne;0;Großstadt;8.5
Nadia;53;Mitte;Diplom;1;Großstadt;8.5
Mohammed;38;Mitte;Ausbildung;0;Großstadt;7.0
Ramon;58;Rechts;Ausbildung;0;Kleinstadt;8.0
Andree;37;Mitte;Ausbildung;0;Großstadt;8.0
Fred;38;Mitte;Ausbildung;1;Kleinstadt;8.0
Luise;60;Mitte;Diplom;0;Großstadt;12.0
Hannchen;63;Mitte;Ausbildung;1;Großstadt;8.5
Kilian;28;Mitte;ohne;0;Großstadt;7.5
Johanna;48;Mitte;Ausbildung;1;Kleinstadt;8.0
Heinz-Walter;78;Mitte;Ausbildung;2;Großstadt;7.0
Mato;34;Mitte;Ausbildung;0;Großstadt;8.5
Carmela;71;Mitte;Ausbildung;1;Ländlich;8.5
Janine;70;Mitte;Ausbildung;1;Großstadt;7.5
Frank-Peter;41;Links;ohne;2;Kleinstadt;8.5
Belinda;75;Links;Fachschulabschluss;2;Großstadt;8.0
Wenzel;56;Mitte;Ausbildung;0;Großstadt;6.0
Tatiana;32;Links;Ausbildung;1;Vorort;7.5
Philipp;35;Rechts;Fachschulabschluss;1;Großstadt;9.0
Hans-Otto;42;Mitte;Ausbildung;1;Kleinstadt;10.0
Gernot;31;Mitte;Fachschulabschluss;0;Großstadt;6.5
Hassan;38;Links;Ausbildung;0;Großstadt;7.5
Ingolf;57;Mitte;Ausbildung;0;Großstadt;8.5
Lars;21;Mitte;ohne;0;Großstadt;7.5
Oxana;56;Links;Diplom;3;Großstadt;6.0
Sabri;26;Links;Master;0;Großstadt;9.0
Dorothee;59;Rechts;Ausbildung;0;Kleinstadt;8.5
Luzia;78;Mitte;Ausbildung;2;Kleinstadt;6.0
Anastasia;41;Rechts;Diplom;2;Kleinstadt;8.5
Albertine;49;Mitte;Ausbildung;0;Großstadt;7.0
Marleen;30;Mitte;Diplom;1;Großstadt;9.0
Benjamin;74;Mitte;Ausbildung;0;Großstadt;7.0
Micha;27;Links;Ausbildung;0;Großstadt;10.0
Gerd;65;Mitte;Ausbildung;1;Großstadt;6.5
Meinrad;54;Mitte;Ausbildung;0;Großstadt;7.5
Lieschen;46;Rechts;Ausbildung;3;Ländlich;5.5
Adrian;37;Mitte;Fachschulabschluss;2;Großstadt;8.5
Berit;42;Links;Ausbildung;2;Vorort;8.0
Lisa;67;Rechts;ohne;0;Großstadt;7.5
Barbara;71;Mitte;Diplom;0;Kleinstadt;7.5
Arzu;56;Mitte;Fachschulabschluss;0;Kleinstadt;8.0
Sieglinde;34;Mitte;Diplom;1;Kleinstadt;6.5
Renate;28;Rechts;ohne;0;Kleinstadt;8.0
Friedericke;74;Mitte;ohne;0;Großstadt;7.5
Juergen;52;Mitte;Diplom;0;Kleinstadt;10.0
Wilfriede;44;Mitte;Ausbildung;2;Großstadt;7.0
Gerfried;41;Mitte;Diplom;0;Kleinstadt;9.5
Hansjürgen;54;Mitte;Ausbildung;0;Ländlich;11.5
Ekaterina;46;Mitte;Ausbildung;1;Großstadt;7.5
Pauline;63;Mitte;Ausbildung;0;Großstadt;9.5
Ekkehard;71;Links;Promotion;0;Kleinstadt;7.0
Felicitas;68;Mitte;Ausbildung;0;Großstadt;8.5
Freia;29;Rechts;Bachelor;0;Kleinstadt;7.0
Anika;47;Mitte;Ausbildung;0;Kleinstadt;8.5
Inge;26;Mitte;ohne;0;Großstadt;7.5
Antonina;52;Mitte;ohne;0;Kleinstadt;7.0
Wera;44;Mitte;Fachschulabschluss;0;Ländlich;9.0
Leonore;31;Mitte;Diplom;0;Ländlich;10.5
Stanislav;59;Mitte;Diplom;0;Großstadt;8.0
Magdalene;44;Mitte;Ausbildung;0;Großstadt;8.0
Bernard;37;Mitte;Bachelor;0;Großstadt;6.5
Ines;75;Rechts;Ausbildung;1;Großstadt;9.0
Nikola;56;Links;Ausbildung;1;Kleinstadt;11.0
Walther;59;Mitte;Ausbildung;0;Kleinstadt;6.5
Beatrice;60;Links;Ausbildung;2;Kleinstadt;8.0
Käthe;37;Mitte;ohne;1;Großstadt;7.0
Hans-Helmut;73;Mitte;ohne;0;Kleinstadt;8.0
Fatima;32;Mitte;Promotion;0;Kleinstadt;6.5
Uli;53;Links;Ausbildung;1;Ländlich;7.5
Hans D.;45;Mitte;Diplom;0;Großstadt;9.5
Sibilla;73;Mitte;Diplom;0;Großstadt;7.0
Kurt;24;Mitte;Fachschulabschluss;1;Kleinstadt;8.0
Baptist;24;Mitte;Master;1;Großstadt;7.0
Christof;23;Mitte;Fachschulabschluss;1;Großstadt;6.0
Ioannis;46;Links;Ausbildung;1;Kleinstadt;10.5
Ingolf;63;Mitte;Ausbildung;0;Großstadt;6.5
Tibor;22;Rechts;ohne;0;Kleinstadt;10.0
Sarah;65;Mitte;Diplom;1;Ländlich;8.5
Eduard;60;Mitte;Ausbildung;1;Großstadt;7.5
Kirsten;47;Mitte;Fachschulabschluss;2;Großstadt;7.0
Oxana;58;Mitte;Ausbildung;1;Großstadt;7.0
Theobald;51;Mitte;Ausbildung;0;Kleinstadt;7.5
Sebastian;48;Links;Diplom;1;Großstadt;7.0
Jutta;45;Mitte;Diplom;0;Großstadt;7.0
Jiri;38;Rechts;Ausbildung;1;Vorort;7.5
Aleksandr;53;Mitte;Ausbildung;0;Großstadt;7.0
Sabri;42;Mitte;Ausbildung;2;Großstadt;5.0
Malgorzata;72;Mitte;ohne;0;Großstadt;7.0
Freia;57;Rechts;Ausbildung;0;Großstadt;7.0
Brita;70;Rechts;Ausbildung;0;Vorort;10.0
Siegrun;24;Mitte;Fachschulabschluss;3;Großstadt;7.0
Athanasios;59;Mitte;Ausbildung;0;Großstadt;6.0
Concetta;61;Mitte;Ausbildung;0;Kleinstadt;9.5
Heide;75;Mitte;Ausbildung;0;Großstadt;6.5
Amelie;27;Rechts;Diplom;2;Ländlich;10.5
Heidrun;29;Mitte;ohne;0;Großstadt;8.0
Flora;59;Mitte;Fachschulabschluss;0;Kleinstadt;10.0
Grzegorz;41;Links;Ausbildung;2;Großstadt;9.0
Otmar;39;Rechts;Bachelor;0;Großstadt;9.5
Malte;31;Links;Ausbildung;1;Ländlich;8.0
Alexei;61;Mitte;Ausbildung;0;Ländlich;9.5
Wolf-Dieter;63;Mitte;Ausbildung;2;Großstadt;8.5
Harald;31;Mitte;Fachschulabschluss;0;Kleinstadt;6.5
Sergio;29;Mitte;Ausbildung;0;Großstadt;7.0
Arne;46;Mitte;Ausbildung;0;Großstadt;6.5
Gretchen;54;Mitte;ohne;0;Großstadt;7.5
Karla;72;Mitte;Ausbildung;2;Ländlich;9.5
Robert;49;Mitte;Diplom;0;Großstadt;8.0
Eckehard;54;Mitte;Fachschulabschluss;0;Großstadt;9.5
Halina;27;Mitte;ohne;0;Großstadt;8.5
Dimitri;58;Mitte;Ausbildung;0;Großstadt;7.5
Anne-Rose;56;Rechts;Fachschulabschluss;0;Großstadt;7.0
Samuel;42;Mitte;ohne;1;Kleinstadt;8.0
Kristine;25;Mitte;ohne;0;Großstadt;8.5
Ada;20;Mitte;Bachelor;0;Kleinstadt;10.5
Apostolos;63;Mitte;ohne;0;Kleinstadt;6.0
Helena;71;Mitte;Ausbildung;0;Vorort;11.0
Heinrich;50;Mitte;Ausbildung;0;Ländlich;9.5
Solveig;41;Mitte;Diplom;1;Ländlich;8.5
Annemie;31;Mitte;Bachelor;0;Ländlich;10.0
Lioba;34;Rechts;Promotion;0;Großstadt;9.0
Abdul;73;Mitte;Ausbildung;0;Kleinstadt;7.5
Frank-Michael;57;Mitte;Ausbildung;0;Kleinstadt;7.0
Dorothe;59;Mitte;Ausbildung;1;Großstadt;8.5
Philomena;36;Mitte;Diplom;0;Großstadt;9.0
Nadja;61;Mitte;Ausbildung;0;Großstadt;8.0
Hans-Herbert;28;Mitte;Diplom;2;Kleinstadt;6.5
Rebekka;64;Mitte;Fachschulabschluss;0;Großstadt;9.0
Thomas;24;Mitte;Ausbildung;0;Kleinstadt;9.5
Stilla;47;Mitte;Ausbildung;0;Kleinstadt;8.5
Annika;24;Mitte;Ausbildung;0;Kleinstadt;8.0
Amalie;43;Mitte;Fachschulabschluss;0;Ländlich;11.5
Marcus;67;Mitte;Ausbildung;0;Großstadt;10.0
Elly;56;Mitte;Ausbildung;2;Großstadt;6.5
Mehdi;49;Mitte;Diplom;0;Kleinstadt;6.5
Dorina;67;Mitte;Ausbildung;0;Vorort;8.5
Sabrina;54;Mitte;Fachschulabschluss;0;Großstadt;6.0
Sylwia;42;Mitte;ohne;1;Großstadt;10.5
Dragan;24;Mitte;Ausbildung;0;Großstadt;8.0
Falko;39;Mitte;Diplom;0;Kleinstadt;8.5
Dennis;60;Links;Ausbildung;0;Großstadt;6.0
Therese;65;Mitte;Ausbildung;0;Ländlich;10.5
Heidelore;68;Mitte;Ausbildung;0;Ländlich;10.0
Irena;78;Mitte;ohne;0;Kleinstadt;9.5
Vlado;42;Mitte;Ausbildung;2;Großstadt;7.5
Moritz;20;Mitte;ohne;0;Kleinstadt;9.5
Türkan;64;Mitte;ohne;0;Ländlich;8.0
Gülten;53;Mitte;ohne;0;Ländlich;10.0
Kevin;31;Mitte;ohne;0;Ländlich;8.5
Imre;22;Mitte;ohne;0;Kleinstadt;8.5
Alexander;23;Links;Diplom;0;Großstadt;6.5
Hans-Rainer;58;Rechts;Ausbildung;0;Kleinstadt;7.0
Yasemin;50;Mitte;Ausbildung;1;Ländlich;6.5
Telse;41;Mitte;Bachelor;0;Kleinstadt;8.5
Ilja;56;Mitte;Fachschulabschluss;0;Großstadt;9.5
Gert;62;Mitte;Ausbildung;0;Großstadt;7.0
Helmuth;26;Rechts;ohne;0;Großstadt;7.5
Carl;74;Mitte;Ausbildung;0;Großstadt;7.0
Marita;62;Mitte;Ausbildung;0;Kleinstadt;8.5
Eduard;29;Links;Ausbildung;2;Ländlich;8.0
Siegbert;39;Mitte;Ausbildung;2;Vorort;7.5
Solveig;76;Links;Diplom;0;Ländlich;8.0
Aleksej;75;Mitte;Ausbildung;0;Ländlich;12.0
Slavica;32;Mitte;Ausbildung;0;Großstadt;7.5
Liselotte;24;Rechts;ohne;1;Großstadt;7.0
Curt;56;Links;Ausbildung;0;Kleinstadt;8.0
Krista;40;Mitte;Master;1;Kleinstadt;7.0
Franz-Peter;42;Mitte;ohne;0;Großstadt;8.0
Jeannine;71;Mitte;ohne;0;Großstadt;8.5
Therese;21;Mitte;ohne;0;Kleinstadt;7.5
Rosemarie;65;Mitte;ohne;1;Großstadt;5.5
John;23;Mitte;Fachschulabschluss;1;Großstadt;6.5
Vitali;59;Mitte;Diplom;2;Großstadt;8.5
Meral;54;Mitte;Ausbildung;2;Kleinstadt;6.0
Hans-Dietrich;35;Mitte;Ausbildung;1;Großstadt;5.5
Sylvio;59;Mitte;Diplom;0;Großstadt;6.0
Fernando;68;Mitte;Promotion;0;Kleinstadt;8.0
Kornelia;20;Mitte;Master;3;Großstadt;7.0
Violetta;69;Mitte;Diplom;2;Großstadt;9.0
Mathilde;38;Rechts;Ausbildung;0;Kleinstadt;7.5
Hans;51;Mitte;Ausbildung;0;Großstadt;7.0
Käte;32;Mitte;Fachschulabschluss;0;Kleinstadt;8.0
Klaus-Werner;24;Mitte;Bachelor;1;Großstadt;5.0
Hermann-Josef;51;Mitte;Ausbildung;0;Großstadt;9.0
Carin;33;Mitte;Diplom;3;Großstadt;6.0
Claudia;42;Mitte;Ausbildung;0;Kleinstadt;8.5
Martina;26;Mitte;Ausbildung;0;Großstadt;9.5
Bianka;42;Mitte;ohne;0;Kleinstadt;10.5
Wally;35;Mitte;Ausbildung;1;Kleinstadt;8.0
Kamil;21;Mitte;Ausbildung;0;Ländlich;10.0
Hagen;57;Mitte;Ausbildung;0;Großstadt;8.5
Cilli;56;Links;Diplom;1;Ländlich;10.0
Rabea;49;Mitte;Diplom;0;Ländlich;10.0
Sophie;33;Links;Ausbildung;1;Vorort;7.5
Carolina;48;Mitte;Ausbildung;0;Kleinstadt;10.5
Viola;41;Mitte;Diplom;2;Ländlich;6.5
Lars;34;Rechts;Ausbildung;1;Großstadt;8.0
Hajo;45;Mitte;Promotion;0;Kleinstadt;9.5
Anne-Kathrin;64;Mitte;ohne;3;Großstadt;5.0
Caterina;27;Mitte;Bachelor;2;Großstadt;7.5
Lidija;23;Rechts;Master;2;Kleinstadt;9.0
Susan;20;Rechts;Ausbildung;0;Großstadt;7.0
Denny;30;Mitte;Ausbildung;0;Ländlich;12.0
Benita;34;Mitte;Ausbildung;1;Vorort;8.5
Frederike;22;Mitte;Fachschulabschluss;0;Großstadt;8.5
Thorsten;79;Links;ohne;2;Großstadt;7.5
Dierk;48;Links;Fachschulabschluss;0;Kleinstadt;9.0
Oliver;28;Mitte;Ausbildung;0;Kleinstadt;10.0
Jozef;42;Mitte;Diplom;0;Großstadt;7.5
Rigo;22;Mitte;Ausbildung;2;Großstadt;8.0
Hans-Martin;55;Mitte;Fachschulabschluss;0;Kleinstadt;9.0
Woldemar;59;Mitte;Fachschulabschluss;0;Großstadt;7.5
Lissy;65;Mitte;Promotion;3;Großstadt;6.0
Iwona;31;Mitte;Ausbildung;1;Ländlich;8.0
Hatice;68;Mitte;Ausbildung;0;Ländlich;9.0
Rudi;46;Mitte;Ausbildung;0;Kleinstadt;8.0
Kaspar;76;Mitte;ohne;2;Großstadt;4.5
Dagobert;54;Mitte;Diplom;1;Großstadt;7.5
Ilhan;32;Mitte;Diplom;1;Großstadt;8.5
Reza;65;Mitte;Ausbildung;1;Ländlich;8.5
Elif;33;Mitte;Ausbildung;0;Kleinstadt;7.5
Hannes;28;Rechts;Ausbildung;0;Ländlich;8.0
Samira;75;Mitte;Ausbildung;2;Großstadt;6.5
Aysel;26;Mitte;Bachelor;0;Kleinstadt;9.0
Herta;32;Mitte;Ausbildung;0;Großstadt;6.5
Magdalena;35;Mitte;Ausbildung;3;Kleinstadt;7.0
Elise;60;Mitte;Ausbildung;2;Ländlich;8.5
Alicja;21;Links;Ausbildung;0;Großstadt;7.5
Ekkehard;64;Mitte;Ausbildung;0;Großstadt;7.5
Niko;47;Mitte;Ausbildung;0;Großstadt;6.0
Katarzyna;28;Mitte;Ausbildung;0;Kleinstadt;8.5
Hans-Christian;50;Mitte;Promotion;0;Ländlich;10.5
Reni;25;Mitte;Ausbildung;3;Großstadt;6.5
Rebekka;76;Mitte;Ausbildung;0;Großstadt;9.0
Rena;30;Mitte;Diplom;3;Großstadt;5.5
Hans-Ulrich;24;Mitte;ohne;1;Großstadt;8.0
Magda;53;Links;Ausbildung;3;Ländlich;8.0
Alessandro;65;Rechts;Ausbildung;0;Großstadt;8.0
Hanne-Lore;73;Mitte;Diplom;0;Kleinstadt;7.5
Meinrad;44;Mitte;Ausbildung;2;Kleinstadt;8.5
Otmar;67;Mitte;Ausbildung;0;Großstadt;8.5
Marie-Theres;24;Mitte;ohne;2;Großstadt;5.5
Julie;43;Links;Ausbildung;0;Großstadt;9.5
Friedrich-Karl;45;Mitte;Ausbildung;2;Großstadt;10.0
Willfried;58;Links;Diplom;0;Großstadt;10.0
Sebastiano;73;Mitte;ohne;0;Kleinstadt;8.0
Flora;78;Mitte;Ausbildung;1;Kleinstadt;8.5
Rupert;56;Mitte;Ausbildung;0;Großstadt;7.5
Alfons;22;Mitte;Ausbildung;2;Großstadt;7.0
Ljiljana;58;Mitte;Diplom;0;Ländlich;9.0
Isa;50;Mitte;Fachschulabschluss;0;Kleinstadt;10.0
Rainer;29;Rechts;Ausbildung;0;Großstadt;9.5
Hans-Bernd;55;Mitte;Diplom;1;Großstadt;8.0
Sabina;22;Mitte;ohne;3;Großstadt;4.0
Anka;47;Mitte;Diplom;0;Großstadt;7.0
Siegrun;48;Mitte;Ausbildung;0;Kleinstadt;10.0
Sibylle;41;Mitte;Ausbildung;1;Großstadt;6.0
Adriana;29;Links;Ausbildung;1;Ländlich;8.5
Heinz-Otto;21;Mitte;Ausbildung;0;Kleinstadt;8.0
Hiltrud;25;Mitte;Ausbildung;0;Kleinstadt;8.0
Alwine;51;Mitte;Ausbildung;0;Vorort;10.0
Helfried;40;Mitte;Ausbildung;0;Großstadt;7.5
Herbert;49;Links;ohne;2;Großstadt;6.0
Rosa;31;Mitte;Ausbildung;0;Ländlich;10.5
Emmi;28;Mitte;Bachelor;2;Großstadt;6.5
Elise;61;Mitte;ohne;0;Großstadt;9.5
Heinz-Günter;20;Mitte;Bachelor;0;Großstadt;8.5
Elma;55;Mitte;Ausbildung;0;Ländlich;8.0
Pirmin;30;Mitte;Ausbildung;2;Großstadt;9.0
Therese;73;Mitte;Ausbildung;1;Ländlich;9.0
Edmund;67;Mitte;Ausbildung;0;Großstadt;8.5
Anna-Lena;56;Mitte;Diplom;2;Ländlich;7.5
Hakan;33;Mitte;Fachschulabschluss;0;Großstadt;6.0
Milka;59;Mitte;ohne;2;Großstadt;7.0
Ida;76;Mitte;Ausbildung;0;Großstadt;11.0
Paula;27;Mitte;Master;3;Großstadt;7.0
Benjamin;27;Mitte;Fachschulabschluss;0;Großstadt;9.5
Mariola;51;Mitte;ohne;0;Ländlich;12.0
Mechtild;35;Mitte;Ausbildung;3;Ländlich;6.5
Magret;60;Mitte;Ausbildung;0;Kleinstadt;9.5
Theobald;70;Mitte;Ausbildung;2;Ländlich;8.0
Liane;72;Mitte;ohne;0;Ländlich;8.5
Clarissa;59;Mitte;Ausbildung;0;Großstadt;7.0
Ron;47;Mitte;ohne;0;Vorort;9.0
Annita;29;Links;ohne;1;Großstadt;9.0
Jadwiga;58;Mitte;Diplom;2;Großstadt;7.0
Lilian;68;Mitte;Ausbildung;0;Kleinstadt;9.0
Marga;25;Rechts;Fachschulabschluss;1;Großstadt;7.0
Henriette;72;Mitte;ohne;0;Vorort;10.0
Hans-Wilhelm;44;Mitte;ohne;2;Großstadt;7.5
Maria-Theresia;73;Mitte;Ausbildung;1;Kleinstadt;5.5
Francoise;34;Mitte;Ausbildung;0;Ländlich;9.0
Albin;35;Mitte;Ausbildung;3;Großstadt;6.5
Friedemann;74;Mitte;Ausbildung;1;Großstadt;5.5
Siegrun;31;Mitte;Ausbildung;0;Ländlich;8.5
Giorgio;23;Mitte;Ausbildung;0;Kleinstadt;8.5
Elizabeth;53;Mitte;Ausbildung;0;Kleinstadt;10.5
Nelly;55;Mitte;Ausbildung;0;Großstadt;7.5
Jolanthe;35;Mitte;Diplom;2;Kleinstadt;10.0
Gerta;61;Links;Ausbildung;0;Großstadt;7.5
Francesca;74;Mitte;Ausbildung;0;Großstadt;9.5
Kathleen;21;Links;Ausbildung;0;Ländlich;9.0
Florence;60;Mitte;Ausbildung;0;Kleinstadt;8.5
Irmengard;28;Mitte;Ausbildung;0;Großstadt;8.0
Ellinor;68;Mitte;Ausbildung;0;Großstadt;8.5
Anni;47;Rechts;Ausbildung;0;Großstadt;8.5
Klothilde;54;Mitte;Ausbildung;2;Ländlich;10.0
Ahmed;25;Mitte;Ausbildung;0;Großstadt;8.0
Silva;36;Rechts;Ausbildung;1;Großstadt;5.5
Nils;27;Rechts;ohne;0;Großstadt;9.0
Thilo;37;Mitte;Fachschulabschluss;0;Großstadt;7.5
Dragan;35;Links;Ausbildung;0;Kleinstadt;8.5
Zeljko;67;Mitte;Diplom;1;Großstadt;8.5
Ingeburg;77;Mitte;ohne;0;Kleinstadt;9.0
Vadim;56;Mitte;Ausbildung;0;Vorort;6.5
Carl-Heinz;52;Links;Ausbildung;1;Großstadt;7.0
Klaas;39;Mitte;ohne;2;Großstadt;6.5
Jo;37;Mitte;Ausbildung;1;Großstadt;8.0
Albina;29;Links;ohne;0;Ländlich;11.0
Ivanka;24;Mitte;Master;0;Großstadt;7.5
Waltrud;36;Mitte;ohne;3;Großstadt;8.0
Elise;58;Mitte;Ausbildung;0;Großstadt;8.5
Ilias;54;Mitte;Ausbildung;0;Großstadt;7.0
Selim;72;Rechts;Ausbildung;0;Großstadt;10.0
Greta;72;Mitte;Ausbildung;2;Ländlich;8.5
Friedhelm;42;Mitte;Ausbildung;0;Ländlich;8.0
Paula;53;Mitte;ohne;0;Kleinstadt;10.5
Diedrich;77;Mitte;Ausbildung;0;Kleinstadt;7.5
Friedlinde;76;Links;Ausbildung;2;Kleinstadt;6.5
Kevin;75;Mitte;Ausbildung;0;Ländlich;10.5
Christiana;30;Mitte;Bachelor;0;Großstadt;8.0
Katharina;70;Links;Fachschulabschluss;2;Großstadt;7.5
Wladimir;52;Links;Ausbildung;0;Kleinstadt;8.5
Wieslaw;57;Links;Ausbildung;3;Ländlich;9.0
Vincent;46;Mitte;Ausbildung;0;Kleinstadt;9.5
Lilija;40;Mitte;Diplom;1;Kleinstadt;9.0
Thea;78;Mitte;Fachschulabschluss;1;Großstadt;6.5
Aloys;25;Rechts;ohne;0;Großstadt;9.0
Ekrem;67;Mitte;Ausbildung;1;Großstadt;8.5
Gabriela;41;Mitte;Fachschulabschluss;3;Großstadt;5.5
Hendrik;28;Links;Diplom;2;Vorort;9.5
Annelise;45;Rechts;Diplom;2;Großstadt;8.0
Klaus-Jürgen;38;Mitte;Ausbildung;1;Kleinstadt;9.0
Kornelia;49;Mitte;Ausbildung;0;Großstadt;5.5
Patrizia;50;Mitte;Ausbildung;0;Großstadt;6.5
Engelbert;60;Rechts;Ausbildung;2;Kleinstadt;8.5
Peggy;64;Mitte;Diplom;0;Großstadt;8.5
Hiltrud;56;Mitte;Diplom;0;Großstadt;8.5
Hardy;52;Mitte;Ausbildung;0;Kleinstadt;10.0
Hiltrud;65;Mitte;Fachschulabschluss;1;Großstadt;6.5
Irene;20;Links;Ausbildung;3;Großstadt;5.0
