Name;Alter;Politische Orientierung;Bildungsabschluss;Soziales;Wohnlage;CO2-Fußabdruck;Bewertung
Sylvester;46;Links;Ausbildung;0;Großstadt;10.0;808
Constanze;50;Mitte;Ausbildung;1;Großstadt;10.0;1007
Pius;48;Mitte;ohne;1;Kleinstadt;10.0;910
Meike;28;Rechts;ohne;1;Kleinstadt;7.5;644
Ludmilla;20;Mitte;ohne;2;Großstadt;7.5;941
Karl-Otto;41;Mitte;Diplom;0;Ländlich;9.5;1028
Marlis;31;Rechts;Diplom;0;Großstadt;8.0;947
Klara;20;Mitte;Master;0;Großstadt;4.5;1162
Nora;54;Mitte;Ausbildung;0;Kleinstadt;8.0;1019
Isolde;40;Mitte;Diplom;2;Großstadt;9.5;1156
Siegward;61;Mitte;Diplom;3;Großstadt;4.0;1361
Birgit;31;Rechts;Ausbildung;0;Großstadt;7.5;875
Jonas;65;Mitte;ohne;2;Großstadt;5.0;1000
Hartmuth;40;Mitte;ohne;3;Großstadt;5.5;1076
Gerfried;70;Mitte;Ausbildung;0;Großstadt;9.5;943
Gero;44;Mitte;ohne;2;Großstadt;6.0;985
Carmela;79;Rechts;Diplom;0;Kleinstadt;10.5;951
Dorothea;58;Mitte;Ausbildung;0;Großstadt;7.0;979
Birgitta;60;Mitte;Ausbildung;0;Großstadt;7.0;979
Harriet;38;Mitte;Ausbildung;0;Großstadt;10.0;928
Laurenz;55;Links;Ausbildung;1;Vorort;8.0;785
Hans-Karl;49;Mitte;Promotion;0;Großstadt;10.0;1022
Ralf;26;Mitte;ohne;1;Ländlich;9.0;865
Harry;76;Mitte;Ausbildung;1;Großstadt;4.5;1160
Galina;49;Rechts;Ausbildung;0;Großstadt;9.0;841
Marta;45;Mitte;Promotion;1;Kleinstadt;7.5;1212
Ibrahim;51;Mitte;ohne;2;Großstadt;6.0;975
Robert;25;Mitte;Master;0;Ländlich;8.5;833
Maurice;54;Rechts;Ausbildung;2;Großstadt;5.0;1048
Natalija;77;Links;Ausbildung;0;Kleinstadt;9.0;692
Mona;24;Mitte;Ausbildung;0;Vorort;9.5;796
Marisa;42;Mitte;Diplom;2;Großstadt;5.5;1254
Evi;50;Mitte;Ausbildung;0;Großstadt;8.0;966
Eveline;24;Links;Ausbildung;0;Großstadt;8.5;603
Hans-Heinrich;79;Mitte;Ausbildung;1;Kleinstadt;7.0;1112
Gesine;53;Mitte;Ausbildung;0;Großstadt;10.5;928
Elena;29;Rechts;Ausbildung;0;Großstadt;9.5;639
Roland;57;Mitte;Ausbildung;2;Kleinstadt;8.0;1139
Hartmut;24;Links;Ausbildung;3;Ländlich;8.5;1049
Rolf-Dieter;34;Mitte;Ausbildung;0;Großstadt;8.0;964
Karl-Heinz;58;Mitte;Ausbildung;1;Großstadt;8.0;1040
Janos;46;Mitte;Diplom;3;Großstadt;4.5;1354
Traute;30;Mitte;Ausbildung;1;Großstadt;8.0;1041
Hugo;57;Mitte;Ausbildung;1;Großstadt;9.5;1022
Friedhold;43;Links;Ausbildung;1;Großstadt;8.5;933
Franz Josef;39;Links;Diplom;2;Großstadt;8.0;872
Josefine;51;Links;Ausbildung;0;Vorort;7.5;927
Mahmoud;58;Links;Ausbildung;2;Vorort;8.0;832
Ismail;63;Mitte;Ausbildung;1;Großstadt;10.5;992
Marianna;21;Mitte;Ausbildung;1;Großstadt;8.0;1041
Hans-Rainer;47;Links;ohne;2;Großstadt;4.0;944
Bernard;26;Mitte;Master;0;Großstadt;7.5;1045
Marian;73;Mitte;ohne;0;Kleinstadt;8.5;873
Heinz-Josef;37;Links;Ausbildung;2;Großstadt;9.0;955
Abbas;61;Mitte;Ausbildung;0;Großstadt;8.0;967
Gero;56;Rechts;Ausbildung;0;Großstadt;9.5;843
Fatih;58;Mitte;Diplom;2;Ländlich;6.0;1224
Sieglinde;28;Mitte;Ausbildung;0;Großstadt;7.5;782
Undine;66;Mitte;Fachschulabschluss;1;Großstadt;7.5;1081
Friedrich-Karl;39;Links;Ausbildung;1;Großstadt;7.5;751
Stefanie;35;Mitte;ohne;0;Großstadt;9.5;788
Torben;28;Links;ohne;3;Großstadt;6.5;614
Jolanta;43;Mitte;Ausbildung;2;Großstadt;7.0;1090
Bernd-Dieter;35;Mitte;Ausbildung;3;Großstadt;6.0;1201
Frieda;22;Mitte;Ausbildung;2;Großstadt;8.0;1087
Ariane;51;Mitte;Fachschulabschluss;0;Großstadt;8.0;993
Ingo;79;Links;ohne;0;Großstadt;9.5;617
Reingard;32;Mitte;Fachschulabschluss;0;Großstadt;8.5;988
Ortrun;20;Mitte;Diplom;1;Großstadt;8.0;1129
Christina;51;Mitte;Ausbildung;2;Kleinstadt;7.0;1156
Jiri;78;Mitte;Ausbildung;0;Kleinstadt;11.5;947
Regine;27;Rechts;Ausbildung;1;Vorort;8.5;788
Marco;63;Mitte;Fachschulabschluss;1;Großstadt;6.5;1111
Erdmute;58;Mitte;Ausbildung;1;Großstadt;6.0;1092
Gerhild;73;Mitte;ohne;0;Großstadt;8.0;832
Bernadette;32;Mitte;Diplom;0;Großstadt;6.5;1093
Igor;71;Mitte;ohne;0;Kleinstadt;8.0;878
Luis;36;Rechts;Diplom;1;Großstadt;8.0;1034
Ferdinand;58;Mitte;Ausbildung;0;Großstadt;8.0;965
Heiner;69;Mitte;Diplom;0;Großstadt;8.0;1053
Hiltrud;49;Rechts;Ausbildung;1;Großstadt;6.0;983
Birgitta;58;Mitte;Ausbildung;1;Vorort;7.5;1107
Tim;57;Rechts;Diplom;1;Großstadt;9.0;995
Ingrid;47;Mitte;Diplom;2;Kleinstadt;6.5;1270
Leopoldine;37;Links;Ausbildung;1;Großstadt;7.0;750
Burkard;38;Mitte;ohne;1;Kleinstadt;7.5;961
Ralf;49;Mitte;Ausbildung;1;Großstadt;7.0;1055
Swantje;79;Rechts;ohne;0;Großstadt;7.5;725
Hans-Martin;52;Links;Ausbildung;1;Ländlich;6.0;978
Klaus-D.;37;Links;Ausbildung;0;Vorort;9.5;890
Mirko;28;Mitte;ohne;2;Großstadt;6.5;781
Torsten;39;Links;Ausbildung;2;Kleinstadt;8.5;1034
Anika;29;Mitte;Ausbildung;0;Großstadt;8.5;769
Natali;50;Mitte;Fachschulabschluss;1;Großstadt;9.0;1043
Paolo;67;Mitte;Ausbildung;0;Vorort;9.0;999
Heini;39;Mitte;Promotion;3;Großstadt;4.0;1372
Anatol;25;Links;Ausbildung;1;Großstadt;7.5;949
Janusz;56;Mitte;Ausbildung;0;Großstadt;9.0;946
Claudio;53;Mitte;Ausbildung;0;Großstadt;7.0;985
Lidia;32;Mitte;ohne;0;Großstadt;7.5;832
Arnold;47;Mitte;Ausbildung;0;Vorort;10.0;978
Leonhard;25;Rechts;Ausbildung;0;Großstadt;8.0;851
Clara;65;Mitte;Ausbildung;0;Ländlich;8.5;969
Giovanna;64;Links;Ausbildung;0;Großstadt;10.0;624
Vinzenz;21;Mitte;ohne;2;Großstadt;9.5;718
Mark;20;Mitte;Diplom;1;Ländlich;9.5;1101
Greta;38;Rechts;Ausbildung;0;Großstadt;5.5;927
Cetin;20;Links;Fachschulabschluss;0;Kleinstadt;10.0;623
Imelda;59;Mitte;ohne;0;Großstadt;8.0;814
Hanns;64;Mitte;Ausbildung;0;Großstadt;9.5;944
Franjo;41;Mitte;Ausbildung;2;Großstadt;7.5;1098
Kay-Uwe;33;Mitte;Ausbildung;0;Vorort;11.0;940
Karl Heinz;68;Mitte;ohne;0;Vorort;9.5;839
Jens-Uwe;44;Mitte;Fachschulabschluss;3;Großstadt;6.5;1218
Helge;65;Mitte;Diplom;1;Großstadt;8.0;1131
Siegrid;21;Mitte;Ausbildung;2;Großstadt;6.0;929
Klaas;59;Rechts;ohne;0;Großstadt;7.0;720
Hans-Günter;43;Mitte;Ausbildung;1;Großstadt;7.5;1055
Gordana;43;Mitte;Bachelor;0;Großstadt;6.0;1053
Lieschen;55;Mitte;Diplom;1;Großstadt;6.5;1179
Ottmar;68;Mitte;Ausbildung;3;Großstadt;7.5;1163
Recep;53;Mitte;Ausbildung;3;Großstadt;7.0;1160
Traude;57;Mitte;Ausbildung;1;Vorort;8.5;1096
Jutta;24;Mitte;Diplom;2;Großstadt;8.0;1172
Wendelin;25;Mitte;Ausbildung;1;Ländlich;10.0;807
Rocco;34;Mitte;Promotion;1;Kleinstadt;8.0;1215
Helge;58;Rechts;Ausbildung;2;Kleinstadt;7.0;1038
Dennis;58;Mitte;Ausbildung;0;Kleinstadt;11.0;946
Anatol;57;Links;Fachschulabschluss;0;Kleinstadt;7.5;940
Charlotte;41;Mitte;ohne;0;Großstadt;8.0;807
Kirstin;61;Mitte;ohne;0;Großstadt;8.5;810
Marek;68;Mitte;Diplom;2;Großstadt;5.5;1255
Vitus;38;Mitte;Diplom;0;Großstadt;6.5;1083
Christiana;60;Mitte;ohne;0;Großstadt;9.5;799
Siglinde;65;Mitte;Diplom;0;Kleinstadt;9.0;1086
Karen;61;Links;Ausbildung;2;Großstadt;5.0;1053
Käthe;54;Links;Ausbildung;2;Kleinstadt;8.5;1032
Gerti;33;Mitte;Promotion;0;Kleinstadt;9.0;1101
Sigrun;44;Mitte;Fachschulabschluss;1;Großstadt;5.5;1139
Eckhard;35;Rechts;Ausbildung;2;Großstadt;4.5;1094
Diane;20;Mitte;Master;0;Kleinstadt;8.5;1084
Anja;56;Mitte;Ausbildung;0;Großstadt;9.0;944
Kreszentia;31;Links;Diplom;0;Großstadt;9.0;734
Jakob;50;Rechts;Diplom;1;Großstadt;10.0;978
Reinhard;26;Links;Master;1;Ländlich;10.0;965
Frieder;50;Links;Diplom;2;Großstadt;7.0;879
Gilda;47;Mitte;Ausbildung;1;Großstadt;7.5;1059
Fredy;78;Mitte;Ausbildung;0;Großstadt;8.0;969
Eberhardt;42;Links;Diplom;2;Vorort;9.5;1085
Wolfgang;23;Mitte;ohne;2;Kleinstadt;8.5;991
Harald;29;Mitte;Ausbildung;0;Kleinstadt;8.5;1022
Thaddäus;61;Mitte;Ausbildung;0;Vorort;7.5;1028
Wieslaw;47;Mitte;Ausbildung;3;Großstadt;5.5;1221
Sibilla;27;Rechts;Bachelor;0;Großstadt;7.5;909
Jadwiga;40;Mitte;Ausbildung;0;Großstadt;8.0;958
Alwina;71;Mitte;Ausbildung;0;Großstadt;9.0;946
Raphaela;44;Mitte;Ausbildung;0;Großstadt;8.5;971
Aline;24;Links;ohne;0;Vorort;10.5;606
Emil;40;Links;Ausbildung;0;Kleinstadt;6.5;752
Torsten;60;Mitte;Ausbildung;0;Großstadt;7.5;980
Andrey;23;Mitte;Bachelor;0;Großstadt;8.0;799
Hassan;59;Mitte;Diplom;0;Kleinstadt;8.5;1111
Rebecca;77;Rechts;Ausbildung;1;Kleinstadt;7.5;1006
Arnfried;79;Mitte;ohne;1;Großstadt;8.0;890
Evi;55;Links;Diplom;0;Vorort;10.5;955
Siegfried;47;Mitte;Ausbildung;2;Großstadt;8.5;1083
Ella;64;Mitte;Ausbildung;0;Kleinstadt;8.5;1025
William;55;Mitte;Ausbildung;2;Großstadt;8.0;1084
Igor;70;Rechts;ohne;1;Großstadt;9.0;773
Heinz-Joachim;25;Mitte;ohne;0;Großstadt;10.5;604
Berthold;51;Rechts;Fachschulabschluss;0;Großstadt;9.0;851
Rupert;71;Mitte;Ausbildung;0;Großstadt;8.5;966
Nikolaos;52;Mitte;Ausbildung;3;Großstadt;7.0;1158
Suzanne;35;Mitte;Ausbildung;1;Großstadt;7.0;1052
Athanasios;59;Mitte;Ausbildung;0;Großstadt;8.0;965
Lisette;57;Mitte;Ausbildung;1;Großstadt;7.0;1052
Jan;44;Rechts;Diplom;0;Ländlich;9.0;935
Siegmar;63;Mitte;Ausbildung;0;Großstadt;7.5;984
Erica;48;Mitte;Ausbildung;0;Großstadt;10.5;921
Philippe;77;Rechts;Diplom;1;Großstadt;6.5;1066
Stella;47;Mitte;Diplom;0;Großstadt;8.0;1049
Janet;29;Links;Bachelor;3;Großstadt;7.0;1102
Christiana;47;Links;Ausbildung;0;Großstadt;9.5;841
Wojciech;65;Mitte;Ausbildung;0;Kleinstadt;8.0;1023
Henner;40;Mitte;Ausbildung;0;Großstadt;6.5;1010
Monika;42;Mitte;Ausbildung;0;Großstadt;9.0;941
Heinrich;51;Mitte;Ausbildung;3;Ländlich;7.0;1161
Ekaterina;26;Mitte;Ausbildung;2;Vorort;8.0;1140
Heidemarie;20;Mitte;Ausbildung;1;Großstadt;8.5;1045
Natalia;41;Mitte;Ausbildung;3;Kleinstadt;6.5;1246
Catharina;22;Mitte;Ausbildung;0;Großstadt;8.5;764
Renata;29;Mitte;Master;1;Kleinstadt;10.5;1112
Erica;71;Mitte;Promotion;0;Vorort;10.0;1092
Ralf;40;Rechts;Ausbildung;0;Kleinstadt;8.0;919
Rotraut;53;Links;Diplom;2;Großstadt;8.5;1071
Tamara;62;Mitte;Diplom;2;Großstadt;6.0;1214
Yilmaz;43;Links;Fachschulabschluss;1;Ländlich;6.5;798
Lea;60;Mitte;Diplom;0;Kleinstadt;9.0;1083
Egon;38;Rechts;Ausbildung;0;Großstadt;6.5;901
Ekkehard;21;Links;ohne;1;Großstadt;7.0;787
Melita;20;Mitte;Ausbildung;1;Vorort;8.5;1098
Konstantin;54;Mitte;ohne;0;Großstadt;6.0;861
Harold;31;Links;Master;0;Kleinstadt;6.5;827
Rigo;37;Mitte;Ausbildung;0;Großstadt;10.5;930
Conny;25;Mitte;Ausbildung;0;Vorort;9.0;808
Wally;26;Links;Master;2;Ländlich;8.5;1039
Heino;50;Links;Ausbildung;0;Großstadt;7.5;877
Gitta;37;Mitte;ohne;0;Großstadt;6.5;855
Adrian;49;Mitte;Fachschulabschluss;0;Großstadt;6.0;1040
Maja;22;Links;Ausbildung;0;Großstadt;7.5;610
Giorgio;45;Links;ohne;2;Kleinstadt;8.0;693
Hans-Ludwig;49;Mitte;Fachschulabschluss;1;Großstadt;7.0;1078
Antonie;79;Links;Ausbildung;2;Kleinstadt;6.0;1068
Mustafa;59;Mitte;ohne;0;Großstadt;7.5;822
Telse;28;Mitte;Ausbildung;2;Vorort;8.5;944
Svetlana;78;Mitte;Ausbildung;2;Großstadt;8.5;1090
Armin;76;Mitte;Ausbildung;1;Kleinstadt;7.0;1109
Ferdinand;74;Mitte;ohne;2;Großstadt;5.0;1004
Eugen;45;Rechts;ohne;0;Großstadt;10.0;664
Reinhild;53;Rechts;Ausbildung;2;Ländlich;7.5;995
Hans-Otto;57;Mitte;Ausbildung;2;Großstadt;7.5;1099
Gerolf;48;Mitte;ohne;0;Kleinstadt;8.5;862
Elise;42;Mitte;Bachelor;0;Kleinstadt;8.5;1063
Francesca;59;Mitte;Ausbildung;2;Großstadt;9.0;1067
Kornelia;47;Links;Ausbildung;2;Großstadt;8.0;974
Oda;77;Mitte;ohne;0;Kleinstadt;7.0;869
Fatih;23;Mitte;ohne;0;Kleinstadt;6.0;915
Nikolaus;57;Links;Ausbildung;0;Großstadt;11.0;613
Caterina;37;Mitte;Diplom;0;Kleinstadt;10.5;1062
Norma;53;Mitte;Diplom;2;Großstadt;8.0;1178
Dragica;71;Links;Ausbildung;0;Großstadt;8.0;861
Klaus-Peter;32;Rechts;Ausbildung;0;Großstadt;7.0;869
Mareen;53;Rechts;Diplom;0;Großstadt;9.0;933
Hedy;77;Mitte;Ausbildung;1;Großstadt;7.5;1060
Gudrun;45;Links;Ausbildung;0;Großstadt;8.0;664
Anna-Marie;46;Mitte;Master;0;Großstadt;6.5;1080
Francis;76;Mitte;Ausbildung;0;Kleinstadt;7.5;1039
Susann;58;Mitte;Fachschulabschluss;0;Großstadt;8.5;986
Sergej;78;Mitte;ohne;0;Ländlich;9.5;812
Wencke;52;Mitte;Ausbildung;1;Großstadt;7.0;1058
Carola;42;Mitte;Fachschulabschluss;0;Kleinstadt;8.0;1047
Frank-Peter;56;Mitte;Diplom;1;Großstadt;9.5;1112
Maike;67;Mitte;Ausbildung;0;Ländlich;6.0;1013
Timm;65;Mitte;Fachschulabschluss;1;Kleinstadt;8.0;1115
Anatolij;64;Mitte;Ausbildung;0;Großstadt;9.0;938
Alan;24;Mitte;Fachschulabschluss;2;Ländlich;9.5;1084
Pauline;28;Mitte;Ausbildung;1;Kleinstadt;8.5;1100
Carina;54;Rechts;Fachschulabschluss;1;Großstadt;8.5;951
Dimitri;25;Links;Ausbildung;3;Großstadt;6.0;1078
Norman;48;Mitte;Diplom;3;Großstadt;7.5;1262
Egbert;21;Mitte;ohne;3;Kleinstadt;5.5;930
Friedlinde;56;Mitte;Diplom;0;Großstadt;8.5;1049
Tülay;64;Mitte;Ausbildung;0;Großstadt;8.5;964
Fadime;49;Links;Ausbildung;1;Großstadt;6.5;976
Theres;48;Mitte;Ausbildung;3;Großstadt;7.0;1159
Gaetano;20;Links;Ausbildung;2;Kleinstadt;9.0;1012
Mesut;24;Mitte;Ausbildung;1;Großstadt;6.5;888
Freya;43;Rechts;Fachschulabschluss;0;Kleinstadt;6.5;977
Ivo;52;Mitte;ohne;0;Großstadt;7.0;835
Mareile;46;Mitte;Ausbildung;1;Großstadt;5.5;1118
Margaretha;32;Mitte;Ausbildung;1;Großstadt;9.0;1022
Jobst;65;Mitte;Ausbildung;1;Großstadt;5.5;1111
Sabine;46;Links;Ausbildung;2;Großstadt;7.5;988
Abraham;78;Mitte;Ausbildung;0;Großstadt;8.0;968
Emmi;40;Mitte;ohne;0;Großstadt;8.0;814
Kemal;55;Rechts;Fachschulabschluss;0;Kleinstadt;8.5;933
Rolf-Peter;50;Mitte;Ausbildung;0;Großstadt;7.5;985
Jens;39;Rechts;Ausbildung;0;Großstadt;9.5;842
Almut;65;Mitte;Diplom;2;Großstadt;5.5;1246
Reingard;31;Mitte;Ausbildung;0;Kleinstadt;7.5;1035
Carmelo;75;Mitte;Fachschulabschluss;0;Großstadt;7.5;996
Cornelius;28;Mitte;Bachelor;2;Kleinstadt;8.0;983
Marieluise;26;Links;Fachschulabschluss;2;Großstadt;5.0;1081
Evelyn;41;Mitte;Diplom;0;Großstadt;8.0;1042
Aneta;45;Mitte;Ausbildung;0;Großstadt;10.0;928
Florence;37;Rechts;Bachelor;0;Ländlich;12.0;793
Sven;41;Rechts;ohne;2;Großstadt;6.0;872
August;26;Mitte;Ausbildung;1;Großstadt;7.5;855
Eggert;47;Links;Diplom;0;Großstadt;8.5;935
Thilo;23;Links;ohne;1;Kleinstadt;7.0;624
Bert;42;Links;Ausbildung;2;Großstadt;5.0;1052
Wolf;54;Links;Diplom;2;Großstadt;6.0;914
Ludwig;57;Mitte;Ausbildung;1;Großstadt;7.5;1052
Rena;63;Mitte;Ausbildung;0;Kleinstadt;9.0;999
Gerda;44;Links;ohne;2;Großstadt;5.5;903
Kai-Uwe;37;Rechts;Fachschulabschluss;0;Kleinstadt;8.0;943
Anke;28;Mitte;Fachschulabschluss;1;Großstadt;7.5;1072
Cemil;48;Mitte;ohne;2;Großstadt;6.5;993
Rudolph;59;Links;Diplom;0;Ländlich;9.5;730
Hans-Michael;51;Links;Ausbildung;1;Kleinstadt;8.0;787
Konstantinos;68;Mitte;Ausbildung;0;Großstadt;8.5;967
Lilli;65;Mitte;ohne;3;Kleinstadt;7.5;1068
Marc;53;Mitte;ohne;3;Großstadt;6.0;1050
Janette;72;Mitte;ohne;0;Vorort;8.5;869
Luciano;24;Mitte;ohne;0;Großstadt;8.0;830
Jaroslav;47;Mitte;Ausbildung;2;Kleinstadt;8.0;1138
Reimer;50;Mitte;Ausbildung;0;Großstadt;6.5;1011
Edeltrud;35;Links;Diplom;0;Großstadt;9.0;726
Ayten;50;Mitte;ohne;0;Großstadt;6.5;872
Zoltan;76;Mitte;Ausbildung;0;Kleinstadt;7.0;1034
Ryszard;48;Mitte;Ausbildung;0;Kleinstadt;9.5;1000
Hermann-Josef;59;Mitte;ohne;1;Kleinstadt;10.0;906
Alexander;34;Mitte;Diplom;0;Großstadt;8.0;1059
Branka;30;Mitte;Ausbildung;0;Großstadt;7.5;982
Nils;65;Links;Fachschulabschluss;0;Großstadt;9.5;658
Marcel;76;Links;Ausbildung;2;Großstadt;8.5;984
Paul-Heinz;71;Mitte;Ausbildung;1;Großstadt;8.5;1044
Reinhild;55;Mitte;Ausbildung;0;Großstadt;6.0;1012
Rudolph;60;Mitte;Ausbildung;1;Großstadt;8.0;1036
Mariola;56;Links;ohne;1;Kleinstadt;9.0;606
Simona;31;Mitte;Diplom;3;Großstadt;5.5;1312
Zehra;56;Mitte;Diplom;0;Großstadt;9.5;1034
Louise;48;Mitte;ohne;2;Kleinstadt;7.5;996
Gloria;56;Rechts;Ausbildung;1;Ländlich;8.0;932
Reinhardt;53;Mitte;Ausbildung;0;Kleinstadt;10.5;982
Solveig;28;Mitte;Ausbildung;0;Großstadt;8.0;971
Matthäus;78;Mitte;Ausbildung;3;Großstadt;6.5;1200
Mark;45;Rechts;Diplom;0;Großstadt;9.5;922
Gaby;43;Rechts;Ausbildung;0;Kleinstadt;6.5;949
Veit;23;Mitte;Bachelor;0;Kleinstadt;10.0;1016
Miguel;49;Rechts;Ausbildung;0;Vorort;9.5;899
Josef;52;Mitte;Ausbildung;0;Großstadt;8.5;973
Hanne;72;Mitte;Ausbildung;1;Kleinstadt;10.0;1058
Hans-Martin;37;Rechts;Ausbildung;1;Ländlich;9.0;907
Vitali;63;Rechts;Ausbildung;0;Kleinstadt;7.5;929
Konstanze;54;Links;Fachschulabschluss;0;Vorort;8.5;734
Reni;76;Mitte;Ausbildung;2;Großstadt;4.0;1197
Clemens;49;Mitte;Ausbildung;2;Großstadt;7.5;1092
Emmi;31;Mitte;Bachelor;0;Kleinstadt;8.5;1065
Jann;64;Rechts;ohne;0;Großstadt;9.5;682
Salvatore;46;Links;Diplom;1;Großstadt;7.0;1040
Elli;31;Rechts;Diplom;0;Großstadt;10.0;896
Jonas;51;Mitte;Ausbildung;2;Großstadt;7.5;1092
Marta;73;Mitte;Ausbildung;0;Großstadt;5.5;1046
Anastasios;65;Links;Ausbildung;3;Großstadt;6.0;880
Rigo;38;Mitte;Master;1;Großstadt;7.5;1122
Ingeburg;77;Mitte;Ausbildung;1;Vorort;8.5;1097
Herrmann;52;Mitte;Ausbildung;1;Großstadt;7.5;1057
Cilly;45;Links;ohne;1;Großstadt;6.5;826
Jennifer;60;Mitte;ohne;2;Ländlich;9.5;915
Annegrete;62;Mitte;Ausbildung;0;Großstadt;9.0;948
Ottomar;44;Rechts;Ausbildung;0;Großstadt;8.0;861
Helge;69;Mitte;Ausbildung;1;Kleinstadt;9.0;1077
Goran;49;Mitte;ohne;0;Ländlich;10.0;770
Hans-Heinrich;77;Mitte;Ausbildung;0;Ländlich;9.0;951
Aysel;66;Mitte;Ausbildung;0;Kleinstadt;8.5;1024
Holm;60;Mitte;Ausbildung;2;Ländlich;7.5;1104
Wera;69;Links;Diplom;1;Großstadt;10.5;788
Hans-Günther;58;Mitte;Ausbildung;0;Großstadt;9.0;950
Wulf;42;Mitte;Diplom;1;Großstadt;6.5;1177
Oskar;72;Mitte;Ausbildung;0;Großstadt;9.5;940
Valentina;43;Rechts;ohne;0;Vorort;8.5;770
Raymund;75;Mitte;Ausbildung;0;Großstadt;8.0;970
Eberhardt;25;Links;Bachelor;3;Großstadt;8.0;697
Karolin;35;Mitte;Diplom;0;Vorort;8.0;1104
Marten;41;Mitte;Ausbildung;1;Vorort;7.5;1107
Adriane;40;Links;ohne;0;Großstadt;8.5;614
Melitta;68;Rechts;ohne;1;Kleinstadt;8.5;836
Franz Josef;20;Mitte;ohne;1;Vorort;9.5;931
Karl-Ludwig;42;Mitte;Diplom;0;Ländlich;12.0;934
Arnim;49;Links;Ausbildung;0;Großstadt;7.5;872
Sami;50;Mitte;Ausbildung;1;Großstadt;6.5;1088
Brian;31;Mitte;Fachschulabschluss;0;Großstadt;9.0;957
Heinz-Joachim;39;Rechts;ohne;0;Großstadt;9.0;699
Monika;45;Links;Bachelor;0;Großstadt;7.5;710
Gerold;20;Mitte;Diplom;0;Vorort;10.0;1059
Gabriel;44;Links;ohne;0;Vorort;8.0;605
Anneliese;25;Mitte;Ausbildung;0;Großstadt;6.5;814
Theodora;32;Rechts;Ausbildung;0;Kleinstadt;7.5;926
Philipp;78;Mitte;Ausbildung;0;Kleinstadt;7.0;1035
Juan;73;Links;ohne;1;Großstadt;7.0;805
Emmerich;59;Mitte;Ausbildung;0;Großstadt;8.0;974
Therese;67;Mitte;Fachschulabschluss;0;Großstadt;8.0;984
Dietlind;36;Links;Master;3;Großstadt;7.0;1132
Heino;29;Mitte;ohne;2;Großstadt;8.5;726
Elena;39;Mitte;Fachschulabschluss;0;Vorort;10.0;995
Anika;38;Links;Ausbildung;0;Großstadt;7.0;669
Melita;77;Mitte;Ausbildung;2;Kleinstadt;7.5;1149
Carlos;69;Mitte;Ausbildung;0;Kleinstadt;6.5;1062
Marie-Therese;63;Mitte;Ausbildung;3;Großstadt;9.0;1125
Meta;70;Mitte;Ausbildung;0;Großstadt;7.0;979
Leonie;60;Mitte;Ausbildung;0;Großstadt;6.5;1013
Annett;42;Rechts;Fachschulabschluss;2;Kleinstadt;8.0;1054
Mehdi;67;Mitte;Ausbildung;1;Kleinstadt;7.5;1106
Hans-Ludwig;20;Mitte;ohne;1;Großstadt;7.5;701
Ewald;30;Mitte;Ausbildung;0;Großstadt;10.0;925
Marius;45;Rechts;Ausbildung;1;Großstadt;5.5;1011
Klaus-Ulrich;51;Mitte;Diplom;2;Kleinstadt;8.0;1228
Walentina;69;Rechts;ohne;0;Großstadt;9.5;689
Claudius;41;Rechts;Ausbildung;1;Vorort;5.5;1063
Ruben;39;Mitte;Fachschulabschluss;1;Kleinstadt;8.0;1117
Ercan;55;Mitte;Ausbildung;0;Großstadt;6.0;1017
André;78;Mitte;ohne;0;Großstadt;8.5;816
Oda;68;Mitte;Diplom;3;Ländlich;7.5;1248
Karl-Ludwig;29;Mitte;Bachelor;0;Großstadt;6.5;1054
Ivonne;44;Mitte;Ausbildung;0;Großstadt;9.0;952
Anne-Katrin;45;Mitte;Diplom;0;Kleinstadt;8.5;1108
Faruk;59;Mitte;Ausbildung;0;Vorort;10.5;976
Martine;57;Rechts;Ausbildung;0;Großstadt;9.5;837
Selim;67;Rechts;Ausbildung;0;Kleinstadt;5.0;991
Almut;72;Mitte;ohne;2;Vorort;7.5;1005
Gertraud;76;Mitte;Ausbildung;0;Großstadt;9.5;949
Horst;39;Mitte;Fachschulabschluss;0;Großstadt;7.5;994
Meike;43;Links;Fachschulabschluss;0;Kleinstadt;9.5;717
Lilija;66;Mitte;ohne;0;Großstadt;8.0;807
Beatrice;67;Links;Ausbildung;0;Kleinstadt;8.0;710
Lucie;37;Mitte;ohne;0;Kleinstadt;8.0;876
Ingolf;70;Mitte;Diplom;0;Großstadt;7.0;1068
Fatima;79;Mitte;Ausbildung;1;Großstadt;5.0;1124
Anton;31;Mitte;Ausbildung;1;Ländlich;9.5;1019
Siegfried;70;Mitte;Diplom;0;Kleinstadt;7.5;1116
Melissa;69;Mitte;Ausbildung;0;Großstadt;7.0;989
Martha;50;Links;Ausbildung;0;Großstadt;4.5;783
Hans Dieter;43;Mitte;Ausbildung;2;Großstadt;8.5;1090
Theodoros;34;Mitte;Master;0;Großstadt;5.5;1111
Magrit;29;Mitte;Master;0;Großstadt;8.0;831
Mathilde;78;Mitte;ohne;0;Großstadt;8.0;824
Katrin;26;Links;Ausbildung;3;Ländlich;7.5;656
Dorit;68;Mitte;Ausbildung;0;Großstadt;8.5;964
Gerlind;75;Mitte;Diplom;0;Vorort;8.0;1093
Trudi;44;Links;ohne;0;Kleinstadt;7.0;760
Jaqueline;33;Mitte;ohne;0;Großstadt;7.0;840
